code,description,type,parent,is_billable
51.88.2N,Rimozione calcoli dalla via biliare mediante litotrissia laser endoscopica,procedura,51.88,1
51.88.Z0,Altra rimozione endoscopica di calcoli dal tratto biliare,procedura,51.88,1
51.89,Litotrissia biliare extracorporea,category,51.8,0
51.89.1H,Litotrissia biliare extracorporea ad onde d'urto (ESWL - Extracorporeal Shock Wave Lithotripsy ) a guida eco-endoscopica,procedura,51.89,1
51.89.1K,Litotrissia biliare extracorporea ad onde d'urto (ESWL - Extracorporeal Shock Wave Lithotripsy ),procedura,51.89,1
51.8Z.00,Altri interventi sullo sfintere di Oddi,procedura,51.8Z,1
51.9,Altri interventi sulle vie biliari,block,51,0
51.91,Riparazione di lacerazione della colecisti,category,51.9,0
51.91.Z0,Altra riparazione di lacerazione della colecisti,procedura,51.91,1
51.92,Chiusura di colecistostomia,category,51.9,0
51.92.0C,"Chiusura di colecistostomia, a cielo aperto",procedura,51.92,1
51.92.0S,"Chiusura di colecistostomia, laparoscopica",procedura,51.92,1
51.93,Chiusura di altra fistola biliare,category,51.9,0
51.93.1C,"Fistolectomia colecisto-duodeno-enterica, a cielo aperto",procedura,51.93,1
51.93.Z0,Chiusura di altra fistola biliare,procedura,51.93,1
51.94,Revisione di anastomosi delle vie biliari,category,51.9,0
51.94.1C,"Revisione di anastomosi delle vie biliari, a cielo aperto",procedura,51.94,1
51.94.1S,"Revisione di anastomosi delle vie biliari, laparoscopica",procedura,51.94,1
51.95,Rimozioni di protesi dal dotto biliare,category,51.9,0
51.95.0N,"Rimozione di endoprotesi dal dotto biliare, per via endoscopica",procedura,51.95,1
51.95.1C,"Rimozione di endoprotesi dal dotto biliare, a cielo aperto",procedura,51.95,1
51.95.1S,"Rimozione di endoprotesi dal dotto biliare, laparoscopica",procedura,51.95,1
51.96,Estrazione percutanea di calcoli dal dotto comune,category,51.9,0
51.96.1P,Rimozione percutanea di calcoli dal coledoco,procedura,51.96,1
51.96.2P,Rimozione percutanea di calcoli da altri dotti biliari,procedura,51.96,1
51.97,Inserizione o sostituzione trans-epatica di protesi della via biliare,category,51.9,0
51.97.10,Inserzione percutanea-transepatica di stent rimovibili nel dotto biliare,procedura,51.97,1
51.97.20,Inserzione percutanea-transepatica di stent non rimovibili nel dotto biliare,procedura,51.97,1
51.97.30,Inserzione percutanea-transepatica di stent riassorbibili nel dotto biliare,procedura,51.97,1
51.97.40,Sostituzione percutanea-transepatica di stent rimovibili nel dotto biliare,procedura,51.97,1
51.97.50,Sostituzione percutanea-transepatica di stent non rimovibili nel dotto biliare,procedura,51.97,1
51.97.60,Sostituzione percutanea-transepatica di stent riassorbibili nel dotto biliare,procedura,51.97,1
51.A,Altre procedure (endoscopiche) (percutanee) sulle vie biliari,block,51,0
51.A1,Marcatura endoscopica di lesione delle vie biliari,category,51.A,0
51.A1.1N,Marcatura trans-parientale eco-endoscopica di lesione delle vie biliari,procedura,51.A1,1
51.A2,Chemioterapia trans-parietale delle vie biliari,category,51.A,0
51.A2.1N,Chemioterapia trans-parietale eco-endoscopica delle vie biliari,procedura,51.A2,1
51.A3,Drenaggi percutanei delle vie biliari,category,51.A,0
51.A3.1P,Inserzione percutanea-transepatica di drenaggio nel dotto biliare,procedura,51.A3,1
51.A3.2P,Drenaggio percutaneo TC-guidato delle vie biliari,procedura,51.A3,1
51.A3.3P,Drenaggio percutaneo Eco-guidato delle vie biliari,procedura,51.A3,1
51.A3.ZP,Altri drenaggi percutanei delle vie biliari,procedura,51.A3,1
51.Z0.10,Altri interventi sulle vie biliari,procedura,51.Z0,1
51.Z0.2P,Altri interventi percutanei sulle vie biliari,procedura,51.Z0,1
52,Interventi sul pancreas,chapter,,0
52.0,Pancreatotomia,block,52,0
52.01,Drenaggio di cisti pancreatica mediante catetere,category,52.0,0
52.01.1P,Drenaggio percutaneo di cisti pancreatica Eco-guidato,procedura,52.01,1
52.01.2P,Drenaggio percutaneo di cisti pancreatica TC-guidato,procedura,52.01,1
52.01.Z0,Altro drenaggio di cisti pancreatica / fluidi pancreatici mediante catetere,procedura,52.01,1
52.09,Altra pancreatotomia,category,52.0,0
52.09.1C,"Pancreatolitotomia, a cielo aperto",procedura,52.09,1
52.09.1N,"Pancreatolitotomia, endoscopica",procedura,52.09,1
52.09.1S,"Pancreatolitotomia, laparoscopica",procedura,52.09,1
52.09.Z0,Altra pancreatotomia,procedura,52.09,1
52.1,Procedure diagnostiche sul pancreas,block,52,0
52.11,Biopsia [agobiopsia] [percutanea] [aspirazione] del pancreas,category,52.1,0
52.11.0P,Biopsia chiusa [agobiopsia] [percutanea] [aspirazione] del pancreas,procedura,52.11,1
52.12,Biopsia a cielo aperto del pancreas,category,52.1,0
52.12.0C,Biopsia a cielo aperto del pancreas,procedura,52.12,1
52.13,Pancreatografia retrograda endoscopica [ERP],category,52.1,0
52.13.0N,Pancreatografia retrograda endoscopica [ERP],procedura,52.13,1
52.13.1N,Ecoendoscopia biliopancreatica,procedura,52.13,1
52.14,Biopsia [endoscopica] del dotto pancreatico,category,52.1,0
52.14.0N,Biopsia chiusa [endoscopica] del dotto pancreatico,procedura,52.14,1
52.14.1N,Biopsia transparietale [ecoendoscopica] biliopancreatica,procedura,52.14,1
52.19,Altre procedure diagnostiche sul pancreas,category,52.1,0
52.19.1S,Biopsia laparoscopica del pancreas,procedura,52.19,1
52.19.Z0,Altre procedure diagnostiche sul pancreas,procedura,52.19,1
52.2,Asportazione o demolizione locale del pancreas e del dotto pancreatico,block,52,0
52.21,Asportazione o demolizione endoscopica di lesione o tessuto del dotto pancreatico,category,52.2,0
52.21.0N,Asportazione o distruzione endoscopica di lesione o tessuto del dotto pancreatico,procedura,52.21,1
52.21.1N,Asportazione o distruzione eco-endoscopica di lesione pancreatica,procedura,52.21,1
52.22,Altra escissione o demolizione di lesione o tessuto del pancreas o del dotto pancreatico,category,52.2,0
52.22.1C,"Enucleazione Neoformazione Pancreatica, a cielo aperto",procedura,52.22,1
52.22.1S,"Enucleazione Neoformazione Pancreatica, laparoscopica",procedura,52.22,1
52.22.2C,"Necrosectomia pancreatica, a cielo aperto",procedura,52.22,1
52.22.2S,"Necrosectomia pancreatica, laparoscopica",procedura,52.22,1
52.22.30,Elettrochemioterapia su pancreas [guida TC],procedura,52.22,1
52.22.40,Ablazione di lesione pancreatica mediante ultrasuoni,procedura,52.22,1
52.22.50,Elettroporazione irreversibile di lesione o tessuto pancreas,procedura,52.22,1
52.22.60,Termoablazione di lesione o tessuto del pancreas,procedura,52.22,1
52.2Z.00,Altra asportazione o demolizione locale del pancreas e del dotto pancreatico,procedura,52.2Z,1
52.3,Marsupializzazione di cisti pancreatica,block,52,0
52.30.1C,"Marsupializzazione di cisti pancreatica, a cielo aperto",procedura,52.30,1
52.30.1S,"Marsupializzazione di cisti pancreatica, laparoscopico",procedura,52.30,1
52.4,Drenaggio interno di cisti pancreatica,block,52,0
52.41,Pancreaticocistoduodenostomia,category,52.4,0
52.41.0C,Pancreaticocistoduodenostomia a cielo aperto,procedura,52.41,1
52.41.0N,Pancreaticocistoduodenostomia endoscopica,procedura,52.41,1
52.41.0S,Pancreaticocistoduodenostomia laparoscopica,procedura,52.41,1
52.42,Pancreaticocistodigiunostomia,category,52.4,0
52.42.0C,Pancreaticocistodigiunostomia a cielo aperto,procedura,52.42,1
52.42.0N,Pancreaticocistodigiunostomia endoscopica,procedura,52.42,1
52.42.0S,Pancreaticocistodigiunostomia laparoscopica,procedura,52.42,1
52.43,Pancreaticocistogastrostomia,category,52.4,0
52.43.0C,Pancreaticocistogastrostomia a cielo aperto,procedura,52.43,1
52.43.0N,Pancreaticocistogastrostomia endoscopica,procedura,52.43,1
52.43.0S,Pancreaticocistogastrostomia laparoscopica,procedura,52.43,1
52.4Z.00,Altro drenaggio interno di cisti pancreatica,procedura,52.4Z,1
52.5,Pancreatectomia parziale,block,52,0
52.51,Pancreatectomia prossimale,category,52.5,0
52.51.1C,"Pancreatectomia prossimale tipo conservativo (del duodeno e del piloro), a cielo aperto",procedura,52.51,1
52.51.1S,Pancreatectomia prossimale tipo conservativo (del duodeno e del piloro) per via laparoscopica,procedura,52.51,1
52.52,Pancreatectomia distale,category,52.5,0
52.52.1C,"Pancreatectomia distale (senza splenectomia), a cielo aperto",procedura,52.52,1
52.52.1S,Pancreatectomia distale (senza splenectomia) per via laparoscopica,procedura,52.52,1
52.52.2C,"Pancreatectomia distale (senza splenectomia, con resezione vasi splenici, a cielo aperto",procedura,52.52,1
52.52.2S,"Pancreatectomia distale (senza splenectomia, con resezione vasi splenici, per via laparoscopica",procedura,52.52,1
52.52.3C,"Pancreatectomia distale (con splenectomia), a cielo aperto",procedura,52.52,1
52.52.3S,Pancreatectomia distale (con splenectomia) per via laparoscopica,procedura,52.52,1
52.59,Altra pancreatectomia parziale,category,52.5,0
52.59.Z0,Altra pancreatectomia parziale,procedura,52.59,1
52.59.ZC,"Altra pancreatectomia parziale, a cielo aperto",procedura,52.59,1
52.59.ZS,"Altra pancreasectomia parziale, laparoscopica",procedura,52.59,1
52.6,Pancreatectomia totale,block,52,0
52.62.1C,"Pancreatectomia totale, a cielo aperto",procedura,52.62,1
52.62.1S,"Pancreatectomia totale, laparoscopica",procedura,52.62,1
52.62.2C,"Pancreasctomia totale con splenectomia, a cielo aperto",procedura,52.62,1
52.62.2S,"Pancreasctomia totale con splenectomia, laparoscopica",procedura,52.62,1
52.63.1C,"Pancreatico-duodenectomia totale, a cielo aperto",procedura,52.63,1
52.63.1S,"Pancreatico-duodenectomia totale, laparoscopica",procedura,52.63,1
52.63.2C,"Pancreatico-duodenectomia totale con splenectomia, a cielo aperto",procedura,52.63,1
52.63.2S,"Pancreatico-duodenectomia totale con splenectomia, laparoscopica",procedura,52.63,1
52.6Z.00,Altra pancreatectomia totale,procedura,52.6Z,1
52.7,Pancreaticoduodenectomia radicale,block,52,0
52.71,Duodenocefalopancreatectomia con anastomosi pancreatica [senza resezione vascolare],category,52.7,0
52.71.1C,Duodenocefalopancreatectomia con anastomosi pancreato-digiunale [a cielo aperto],procedura,52.71,1
52.71.1S,"Duodenocefalopancreatectomia con anastomosi pancreato-digiunale , per via laparoscopica",procedura,52.71,1
52.71.2C,Duodenocefalopancreatectomia con anastomosi pancreato-gastrica [a cielo aperto],procedura,52.71,1
52.71.2S,"Duodenocefalopancreatectomia con anastomosi pancreato-gastrica , per via laparoscopica",procedura,52.71,1
52.72,Duodenocefalopancreatectomia senza anastomosi pancreatica [senza resezione vascolare],category,52.7,0
52.72.1C,"Duodenocefalopancreatectomia, senza anastomosi pancreatica [a cielo aperto]",procedura,52.72,1
52.72.1S,"Duodenocefalopancreatectomia, senza anastomosi pancreatica, per via laparoscopica",procedura,52.72,1
52.73,Duodenocefalopancreatectomia con anastomosi pancreatica e resezione vascolare,category,52.7,0
52.73.1C,"Duodenocefalopancreatectomia con anastomosi pancreato-digiunale, con resezione vascolare [a cielo aperto]",procedura,52.73,1
52.73.1S,"Duodenocefalopancreatectomia con anastomosi pancreato-digiunale, con resezione vascolare, per via laparoscopica",procedura,52.73,1
52.73.2C,"Duodenocefalopancreatectomia con anastomosi pancreato-gastrica, con resezione vascolare [a cielo aperto]",procedura,52.73,1
52.73.2S,"Duodenocefalopancreatectomia con anastomosi pancreato-gastrica, con resezione vascolare, per via laparoscopica",procedura,52.73,1
52.74,"Duodenocefalopancreatectomia senza anastomosi pancreatica, con resezione vascolare",category,52.7,0
52.74.1C,"Duodenocefalopancreatectomia, senza anastomosi pancreatica, con resezione vascolare [a cielo aperto]",procedura,52.74,1
52.74.1S,"Duodenocefalopancreatectomia, senza anastomosi pancreatica, con resezione vascolare, per via laparoscopica",procedura,52.74,1
52.75,Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreatica [senza resezione vascolare],category,52.7,0
52.75.1C,Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-digiunale [a cielo aperto],procedura,52.75,1
52.75.1S,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-digiunale, per via laparoscopica",procedura,52.75,1
52.75.2C,Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-gastrica [a cielo aperto],procedura,52.75,1
52.75.2S,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-gastrica, per via laparoscopica",procedura,52.75,1
52.76,Duodenocefalopancreatectomia con conservazione del piloro senza anastomosi pancreatica [senza resezione vascolare],category,52.7,0
52.76.1C,"Duodenocefalopancreatectomia con conservazione del piloro, senza anastomosi pancreatica [a cielo aperto]",procedura,52.76,1
52.76.1S,"Duodenocefalopancreatectomia con conservazione del piloro, senza anastomosi pancreatica, per via laparoscopica",procedura,52.76,1
52.77,Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreatica e resezione vascolare,category,52.7,0
52.77.1C,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-digiunale, con resezione vascolare [a cielo aperto]",procedura,52.77,1
52.77.1S,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-digiunale, con resezione vascolare, per via laparoscopica",procedura,52.77,1
52.77.2C,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-gastrica, con resezione vascolare [a cielo aperto]",procedura,52.77,1
52.77.2S,"Duodenocefalopancreatectomia con conservazione del piloro con anastomosi pancreato-gastrica, con resezione vascolare, per via laparoscopica",procedura,52.77,1
52.78,"Duodenocefalopancreatectomia con conservazione del piloro  senza anastomosi pancreatica, con resezione vascolare",category,52.7,0
52.78.1C,"Duodenocefalopancreatectomia con conservazione del piloro, senza anastomosi pancreatica, con resezione vascolare [a cielo aperto]",procedura,52.78,1
52.78.1S,"Duodenocefalopancreatectomia con conservazione del piloro, senza anastomosi pancreatica, con resezione vascolare, per via laparoscopica",procedura,52.78,1
52.7Z.00,Altra pancreaticoduodenectomia radicale,procedura,52.7Z,1
52.8,Trapianto del pancreas,block,52,0
52.82,Trapianto di pancreas,category,52.8,0
52.82.1C,Trapianto isolato di pancreas [a cielo aperto],procedura,52.82,1
52.83,Trapianto combinato di pancreas e rene,category,52.8,0
52.83.1C,Trapianto combinato di pancreas e rene [a cielo aperto],procedura,52.83,1
52.84,Autotrapianto di cellule delle isole di Langerhans,category,52.8,0
52.84.0P,Autotrapianto percutaneo di cellule del Langerhans,procedura,52.84,1
52.85,Allotrapianto di cellule delle isole di Langerhans,category,52.8,0
52.85.0P,Allotrapianto percutaneo di cellule del Langerhans,procedura,52.85,1
52.9,Altri interventi sul pancreas,block,52,0
52.92,Incannulazione del dotto pancreatico,category,52.9,0
52.92.00,Incannulazione (o cannulamento) del dotto pancreatico,procedura,52.92,1
52.92.10,Inserzione chirurgica di stent del dotto pancreatico,procedura,52.92,1
52.93,Inserzione endoscopica di tubo nel dotto pancreatico,category,52.9,0
52.93.1N,Inserzione endoscopica stent rimovibili [metallici] nel dotto pancreatico,procedura,52.93,1
52.93.2N,Inserzione endoscopica stent rimovibili [non metallici] nel dotto pancreatico,procedura,52.93,1
52.93.3N,Inserzione endoscopica stent non rimovibili nel dotto pancreatico,procedura,52.93,1
52.93.4N,Inserzione endoscopica stent riassorbibili nel dotto pancreatico,procedura,52.93,1
52.93.5N,Sostituzione endoscopica stent rimovibili [metallici] nel dotto pancreatico,procedura,52.93,1
52.93.6N,Sostituzione endoscopica stent rimovibili [non metallici] nel dotto pancreatico,procedura,52.93,1
52.93.7N,Sostituzione endoscopica stent non rimovibili nel dotto pancreatico,procedura,52.93,1
52.93.8N,Sostituzione endoscopica stent riassorbibili nel dotto pancreatico,procedura,52.93,1
52.94,Rimozione endoscopica di calcoli dal dotto pancreatico,category,52.9,0
52.94.0N,Rimozione endoscopica (meccanica) di calcoli dal dotto pancretico,procedura,52.94,1
52.94.1N,Rimozione calcoli dal dotto pancretico mediante litotrissia laser endoscopica,procedura,52.94,1
52.94.3N,Rimozione calcoli dal dotto pancretico mediante dilatazione endoscopica dello sfintere pancreatico,procedura,52.94,1
52.94.ZN,Altra rimozione endoscopica di calcoli dal dotto pancreatico,procedura,52.94,1
52.95,Altra riparazione del pancreas,category,52.9,0
52.95.1C,Ricostruzione del pancreas [a cielo aperto],procedura,52.95,1
52.95.2N,Ricostruzione del dotto pancreatico per via endoscopica,procedura,52.95,1
52.95.Z0,Altra riparazione del pancreas,procedura,52.95,1
52.96,Anastomosi del pancreas,category,52.9,0
52.96.1C,"Pancreato-entero anastomosi, a cielo aperto",procedura,52.96,1
52.96.1S,"Pancreato-entero anastomosi, laparoscopica",procedura,52.96,1
52.96.2C,"Pancreato-gastro anastomosi, a cielo aperto",procedura,52.96,1
52.96.2S,"Pancreato-gastro anastomosi, laparoscopica",procedura,52.96,1
