code,description,type,parent,is_billable
80.94.00,Altra asportazione dell'articolazione della mano e delle dita della mano,procedura,80.94,1
80.94.0A,"Altra asportazione dell'articolazione della mano e delle dita della mano, per via artroscopica",procedura,80.94,1
80.95,Altra asportazione dell’articolazione dell’anca,category,80.9,0
80.95.00,Altra asportazione dall'articolazione dell'anca,procedura,80.95,1
80.95.0A,"Altra asportazione dall'articolazione dell'anca, per via artroscopica",procedura,80.95,1
80.96,Altra asportazione dell’articolazione del ginocchio,category,80.9,0
80.96.10,"Perforazione subcondrale, debridment o condroplastica dell'articolazione del ginocchio",procedura,80.96,1
80.96.20,Prelievo di cartilagine dall'articolazione del ginocchio (per innesto),procedura,80.96,1
80.96.Z0,Altra asportazione dell'articolazione del ginocchio,procedura,80.96,1
80.97,Altra asportazione dell’articolazione della caviglia,category,80.9,0
80.97.00,Altra asportazione dall'articolazione della caviglia,procedura,80.97,1
80.98,Altra asportazione dell’articolazione del piede e del le dita del piede,category,80.9,0
80.98.00,Altra asportazione dall'articolazione del piede e delle dita del piede,procedura,80.98,1
80.99,Altra asportazione dell’articolazione di altra sede specificata,category,80.9,0
80.99.10,"Perforazione subcondrale, debridment o condroplastica di articolazione della colonna vertebrale",procedura,80.99,1
80.99.20,Prelievo di cartilagine (per innesto) dall'articolazione della colonna vertebrale,procedura,80.99,1
80.99.2A,"Prelievo di cartilagine (per innesto) dall'articolazione della colonna vertebrale, per via artroscopica",procedura,80.99,1
80.9Z.00,Altra asportazione dell’articolazione,procedura,80.9Z,1
81,Interventi di riparazione e plastica sulle strutture articolari,chapter,,0
81.0,Artrodesi vertebrale,block,81,0
81.01,Artrodesi atlanto-epistrofea,category,81.0,0
81.01.10,"Artrodesi atlanto-epistrofea, approccio anteriore",procedura,81.01,1
81.01.20,Artrodesi atlanto-epistrofea posteriore con viti e barre,procedura,81.01,1
81.01.30,Artrodesi atlanto-epistrofea posteriore con viti translaminari e barre,procedura,81.01,1
81.01.40,Artrodesi atlanto-epistrofea posteriore senza fissazioni con solo innesto osseo,procedura,81.01,1
81.01.Z0,Altra artrodesi atlanto-epistrofea,procedura,81.01,1
81.02,"Altra artrodesi cervicale, con approccio anteriore",category,81.0,0
81.02.10,Artrodesi cervicale anteriore con discectomia e cage intersomatica (ACDF),procedura,81.02,1
81.02.20,Artrodesi cervicale anteriore con discectomia e cage intersomatica multisegmentaria,procedura,81.02,1
81.02.30,Artrodesi cervicale anteriore con discectomia e innesto osseo,procedura,81.02,1
81.02.40,Artrodesi cervicale anteriore con cage stand-alone con viti integrate,procedura,81.02,1
81.02.50,Artrodesi cervicale anteriore con corpectomia e cage (ACCF),procedura,81.02,1
81.02.60,Artrodesi cervicale anteriore con corpectomie multiple e cage o mesh,procedura,81.02,1
81.02.70,Artrodesi cervicale anterolaterale con cage intersomatica,procedura,81.02,1
81.02.80,Artrodesi cervicale anterolaterale con innesto osseo,procedura,81.02,1
81.02.90,Artrodesi cervicale anterolaterale con corpectomia e cage,procedura,81.02,1
81.02.A0,Artrodesi cervicale combinata anteriore e posteriore (tempo anteriore),procedura,81.02,1
81.02.B0,Artrodesi cervicale anteriore senza fissazioni con solo innesto osseo,procedura,81.02,1
81.02.Z0,"Altra artrodesi cervicale, con approccio anteriore",procedura,81.02,1
81.03,"Altra artrodesi cervicale, con approccio posteriore",category,81.0,0
81.03.10,Artrodesi cervicale posteriore con viti nelle masse laterali e barre,procedura,81.03,1
81.03.20,Artrodesi cervicale posteriore con viti translaminari e barre,procedura,81.03,1
81.03.3M,Artrodesi cervicale posteriore mini-invasiva con viti e barre,procedura,81.03,1
81.03.3P,Artrodesi cervicale posteriore percutanea con viti e barre,procedura,81.03,1
81.03.50,Artrodesi cervicale postero-laterale con innesto osseo e fissazioni,procedura,81.03,1
81.03.60,Artrodesi cervicale postero-laterale senza fissazioni con innesto osseo,procedura,81.03,1
81.03.70,Artrodesi occipito-cervicale posteriore con barre e viti,procedura,81.03,1
81.03.80,Artrodesi cervicale combinata anteriore e posteriore (tempo posteriore),procedura,81.03,1
81.03.Z0,"Altra artrodesi cervicale, con approccio posteriore",procedura,81.03,1
81.04,"Artrodesi dorsale e dorsolombare, approccio anteriore",category,81.0,0
81.04.10,Artrodesi dorsale anteriore con cage intersomatica e fissazioni,procedura,81.04,1
81.04.20,Artrodesi dorsale anteriore con corpectomia e cage,procedura,81.04,1
81.04.30,Artrodesi dorso-lombare anteriore con cage intersomatica e fissazioni,procedura,81.04,1
81.04.40,Artrodesi dorso-lombare anteriore con corpectomia e cage,procedura,81.04,1
81.04.Z0,"Altra artrodesi dorsale e dorsolombare, approccio anteriore",procedura,81.04,1
81.05,"Artrodesi dorsale e dorsolombare, approccio posteriore",category,81.0,0
81.05.10,Artrodesi dorsale posteriore con viti peduncolari e barre,procedura,81.05,1
81.05.20,Artrodesi dorsale posteriore senza fissazioni con innesto osseo,procedura,81.05,1
81.05.30,Artrodesi dorso-lombare posteriore con viti peduncolari e barre,procedura,81.05,1
81.05.40,Artrodesi dorso-lombare posteriore senza fissazioni con innesto osseo,procedura,81.05,1
81.05.Z0,"Altra artrodesi dorsale e dorsolombare, approccio posteriore",procedura,81.05,1
81.06,"Artrodesi delle vertebre lombari e lombosacrali, approccio anteriore",category,81.0,0
81.06.10,Artrodesi lombare anteriore con cage intersomatica (ALIF),procedura,81.06,1
81.06.20,Artrodesi lombare anteriore con innesto osseo,procedura,81.06,1
81.06.30,Artrodesi lombare anteriore con corpectomia e cage,procedura,81.06,1
81.06.40,Artrodesi lombosacrale anteriore con cage intersomatica,procedura,81.06,1
81.06.50,Artrodesi lombosacrale anteriore con innesto osseo,procedura,81.06,1
81.06.60,Artrodesi lombare laterale mini-invasiva con cage intersomatica (XLIF),procedura,81.06,1
81.06.70,Artrodesi lombare laterale mini-invasiva con cage intersomatica e fissazioni posteriori (XLIF 360),procedura,81.06,1
81.06.80,Artrodesi lombare laterale con cage intersomatica (LLIF),procedura,81.06,1
81.06.90,Artrodesi lombare laterale con cage intersomatica e fissazioni posteriori (LLIF),procedura,81.06,1
81.06.A0,Artrodesi lombare obliqua mini-invasiva con cage intersomatica (OLIF),procedura,81.06,1
81.06.B0,Artrodesi lombare obliqua mini-invasiva con cage intersomatica e fissazioni posteriori (OLIF),procedura,81.06,1
81.06.Z0,"Altra artrodesi delle vertebre lombari e lombosacrali, approccio anteriore",procedura,81.06,1
81.07,"Artrodesi lombare e lombosacrale, approccio ai processi laterali trasversi",category,81.0,0
81.07.10,Artrodesi lombare ai processi trasversi con innesto osseo e fissazioni,procedura,81.07,1
81.07.20,Artrodesi lombare ai processi trasversi senza fissazioni con innesto osseo,procedura,81.07,1
81.07.30,Artrodesi lombosacrale ai processi trasversi con innesto osseo e fissazioni,procedura,81.07,1
81.07.40,Artrodesi lombosacrale ai processi trasversi senza fissazioni con innesto osseo,procedura,81.07,1
81.07.Z0,"Altra artrodesi lombare e lombosacrale, approccio ai processi laterali trasversi",procedura,81.07,1
81.08,"Artrodesi lombare e lombosacrale, con approccio posteriore",category,81.0,0
81.08.10,Artrodesi lombare posteriore con viti peduncolari e barre,procedura,81.08,1
81.08.20,Artrodesi lombare posteriore senza fissazioni con innesto osseo,procedura,81.08,1
81.08.30,Artrodesi lombosacrale posteriore con viti peduncolari e barre,procedura,81.08,1
81.08.40,Artrodesi lombosacrale posteriore senza fissazioni con innesto osseo,procedura,81.08,1
81.08.50,Artrodesi lombare intersomatica posteriore (PLIF),procedura,81.08,1
81.08.60,Artrodesi lombare intersomatica transforaminale (TLIF),procedura,81.08,1
81.08.70,Artrodesi lombare intersomatica posteriore mini-invasiva (PLIF/TLIF MIS),procedura,81.08,1
81.08.Z0,"Altra artrodesi lombare e lombosacrale, con approccio posteriore",procedura,81.08,1
81.09,Altre artrodesi combinate anteriori e posteriori,category,81.0,0
81.09.10,Artrodesi cervicale combinata anteriore e posteriore,procedura,81.09,1
81.09.20,Artrodesi dorsale combinata anteriore e posteriore,procedura,81.09,1
81.09.30,Artrodesi dorso-lombare combinata anteriore e posteriore,procedura,81.09,1
81.09.40,Artrodesi lombare combinata anteriore e posteriore,procedura,81.09,1
81.09.50,Artrodesi lombosacrale combinata anteriore e posteriore,procedura,81.09,1
81.0Z.00,Altra artrodesi vertebrale,procedura,81.0Z,1
81.1,Artrodesi e artroeresi del piede e della caviglia,block,81,0
81.11,Fusione della caviglia,category,81.1,0
81.11.00,Fusione della caviglia,procedura,81.11,1
81.12,Artrodesi triplice,category,81.1,0
81.12.00,Artrodesi triplice,procedura,81.12,1
81.13,Fusione sottoastragalica,category,81.1,0
81.13.00,Artrodesi sottoastragalica,procedura,81.13,1
81.14,Fusione mediotarsica,category,81.1,0
81.14.00,Artrodesi mediotarsica,procedura,81.14,1
81.15,Fusione tarsometatarsica,category,81.1,0
81.15.00,Artrodesi tarsometatarsica [Lisfranc],procedura,81.15,1
81.16,Fusione metatarsofalangea,category,81.1,0
81.16.00,Artrodesi metatarsofalangea.,procedura,81.16,1
81.17,Altra fusione del piede,category,81.1,0
81.17.00,Altra fusione del piede,procedura,81.17,1
81.18,Artroeresi dell’articolazione sottoastragalica,category,81.1,0
81.18.00,Artrorisi di articolazione sottoastragalica con vite calcaneale,procedura,81.18,1
81.2,Artrodesi di altra articolazione,block,81,0
81.21,Artrodesi dell’anca,category,81.2,0
81.21.00,Artrodesi dell'anca,procedura,81.21,1
81.22,Artrodesi del ginocchio,category,81.2,0
81.22.00,Artrodesi del ginocchio,procedura,81.22,1
81.23,Artrodesi della spalla,category,81.2,0
81.23.00,Artrodesi della spalla,procedura,81.23,1
81.24,Artrodesi del gomito,category,81.2,0
81.24.00,Artrodesi del gomito,procedura,81.24,1
81.25,Fusione carporadiale,category,81.2,0
81.25.00,Artrodesi carpo-radiale,procedura,81.25,1
81.26,Fusione metacarpocarpale,category,81.2,0
81.26.00,Artrodesi metacarpocarpale,procedura,81.26,1
81.27,Fusione metacarpofalangea,category,81.2,0
81.27.00,Artrodesi metacarpofalangea,procedura,81.27,1
81.28,Fusione interfalangea,category,81.2,0
81.28.00,Artrodesi interfalangea,procedura,81.28,1
81.29,Artrodesi di altra articolazione specificata,category,81.2,0
81.29.10,Artodesi trapezio-metacarpale,procedura,81.29,1
81.29.20,Artrodesi dell’articolazione sacroiliaca,procedura,81.29,1
81.29.30,Artrodesi della sinfisi pubica,procedura,81.29,1
81.29.Z0,Altra artrodesi,procedura,81.29,1
81.3,Rifusione della colonna vertebrale,block,81,0
81.31,Rifusione atlanto-epistrofea,category,81.3,0
81.31.10,Rifusione atlanto-epistrofea anteriore,procedura,81.31,1
81.31.20,Rifusione atlanto-epistrofea posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.31,1
81.31.30,Rifusione atlanto-epistrofea posteriore con estensione delle fissazioni e innesto osseo,procedura,81.31,1
81.31.40,Rifusione atlanto-epistrofea posteriore con revisione delle viti e innesto osseo,procedura,81.31,1
81.31.50,Revisione di artrodesi atlanto-epistrofea con sostituzione delle fissazioni,procedura,81.31,1
81.31.60,Altra rifusione atlanto-epistrofea,procedura,81.31,1
81.32,"Altra rifusione cervicale, con approccio anteriore",category,81.3,0
81.32.10,Revisione di artrodesi cervicale anteriore con sostituzione delle fissazioni,procedura,81.32,1
81.32.20,Rifusione cervicale anteriore con sostituzione della cage e fissazioni anteriori,procedura,81.32,1
81.32.30,Rifusione cervicale anteriore con rimozione della cage e innesto osseo,procedura,81.32,1
81.32.40,Rifusione cervicale anteriore con revisione delle fissazioni anteriori e innesto osseo,procedura,81.32,1
81.32.50,Revisione di artrodesi cervicale anterolaterale con sostituzione delle fissazioni,procedura,81.32,1
81.32.60,Rifusione cervicale anterolaterale con sostituzione della cage e fissazioni anteriori,procedura,81.32,1
81.32.70,Rifusione cervicale anterolaterale con innesto osseo strutturale e revisione delle fissazioni,procedura,81.32,1
81.32.80,"Altra rifusione cervicale, con approccio anteriore",procedura,81.32,1
81.33,"Altra rifusione cervicale, con approccio posteriore",category,81.3,0
81.33.10,Rifusione cervicale posteriore con sostituzione delle fissazioni,procedura,81.33,1
81.33.20,Rifusione cervicale posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.33,1
81.33.30,Rifusione cervicale posteriore con estensione delle fissazioni e innesto postero-laterale,procedura,81.33,1
81.33.40,Rifusione cervicale postero-laterale con innesto osseo e revisione delle fissazioni,procedura,81.33,1
81.33.50,Rifusione occipito-cervicale con sostituzione delle fissazioni e innesto osseo,procedura,81.33,1
81.33.60,"Altra rifusione cervicale, con approccio posteriore",procedura,81.33,1
81.34,"Rifusione dorsale e dorsolombare, approccio anteriore",category,81.3,0
81.34.10,Revisione di artrodesi dorsale anteriore con sostituzione delle fissazioni,procedura,81.34,1
81.34.20,Rifusione dorsale anteriore con sostituzione della cage strutturale e fissazioni anteriori,procedura,81.34,1
81.34.30,Rifusione dorsale anteriore con innesto osseo strutturale e revisione delle fissazioni anteriori,procedura,81.34,1
81.34.40,Revisione di artrodesi dorso-lombare anteriore con sostituzione delle fissazioni,procedura,81.34,1
81.34.50,Rifusione dorso-lombare anteriore con sostituzione della cage e fissazioni anteriori,procedura,81.34,1
81.34.60,Rifusione dorso-lombare anteriore con innesto osseo strutturale e revisione delle fissazioni,procedura,81.34,1
81.34.70,"Altra rifusione dorsale e dorsolombare, approccio anteriore",procedura,81.34,1
81.35,"Rifusione dorsale e dorsolombare, approccio posteriore",category,81.3,0
81.35.10,Revisione di artrodesi dorsale posteriore con estensione delle fissazioni,procedura,81.35,1
81.35.20,Rifusione dorsale posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.35,1
81.35.30,Rifusione dorsale posteriore con estensione delle fissazioni e innesto osseo,procedura,81.35,1
81.35.40,Revisione di artrodesi dorso-lombare posteriore con estensione delle fissazioni,procedura,81.35,1
81.35.50,Rifusione dorso-lombare posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.35,1
81.35.60,Rifusione dorso-lombare posteriore con estensione delle fissazioni e innesto postero-laterale,procedura,81.35,1
81.35.70,"Altra rifusione dorsale e dorsolombare, approccio posteriore",procedura,81.35,1
81.36,"Rifusione delle vertebre lombari e lombosacrali, approccio anteriore",category,81.3,0
81.36.10,Rifusione lombare anteriore con sostituzione della cage intersomatica e fissazioni anteriori,procedura,81.36,1
81.36.20,Rifusione lombare anteriore con innesto osseo strutturale e revisione delle fissazioni anteriori,procedura,81.36,1
81.36.30,Rifusione lombare laterale con sostituzione della cage (XLIF/LLIF) e fissazioni posteriori,procedura,81.36,1
81.36.40,Rifusione lombare obliqua con sostituzione della cage (OLIF) e fissazioni posteriori,procedura,81.36,1
81.36.50,Rifusione lombosacrale anteriore con sostituzione della cage intersomatica e fissazioni anteriori,procedura,81.36,1
81.36.60,Revisione di artrodesi lombosacrale anteriore con sostituzione delle fissazioni,procedura,81.36,1
81.36.70,"Altra rifusione delle vertebre lombari e lombosacrali, approccio anteriore",procedura,81.36,1
81.37,"Rifusione lombare e lombosacrale, approccio ai processi laterali trasversi",category,81.3,0
81.37.10,Rifusione lombare ai processi trasversi con innesto osseo e sostituzione delle fissazioni,procedura,81.37,1
81.37.20,Rifusione lombare ai processi trasversi con estensione delle fissazioni e innesto osseo,procedura,81.37,1
81.37.30,Rifusione lombosacrale ai processi trasversi con innesto osseo e sostituzione delle fissazioni,procedura,81.37,1
81.37.40,Rifusione lombosacrale ai processi trasversi con estensione delle fissazioni e innesto osseo,procedura,81.37,1
81.37.50,"Altra rifusione lombare e lombosacrale, approccio ai processi laterali trasversi",procedura,81.37,1
81.38,"Rifusione lombare e lombosacrale, con approccio posteriore",category,81.3,0
81.38.10,Revisione di artrodesi lombare posteriore con estensione delle fissazioni,procedura,81.38,1
81.38.20,Rifusione lombare posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.38,1
81.38.30,Rifusione lombare posteriore con estensione delle fissazioni e innesto postero-laterale,procedura,81.38,1
81.38.40,Rifusione lombare intersomatica posteriore (PLIF) con sostituzione della cage e fissazioni posteriori,procedura,81.38,1
81.38.50,Rifusione lombare intersomatica transforaminale (TLIF) con sostituzione della cage e fissazioni posteriori,procedura,81.38,1
81.38.60,Revisione di artrodesi lombosacrale posteriore con estensione delle fissazioni,procedura,81.38,1
81.38.70,Rifusione lombosacrale posteriore con sostituzione delle fissazioni e innesto osseo,procedura,81.38,1
81.38.80,"Altra rifusione lombare e lombosacrale, con approccio posteriore",procedura,81.38,1
81.39,"Rifusioni della colonna, combinate",category,81.3,0
81.39.10,Rifusione cervicale combinata con sostituzione della cage anteriore e fissazioni posteriori,procedura,81.39,1
81.39.20,Rifusione dorsale combinata con sostituzione della cage anteriore e fissazioni posteriori,procedura,81.39,1
81.39.30,Rifusione dorso-lombare combinata con sostituzione della cage anteriore e fissazioni posteriori,procedura,81.39,1
81.39.40,Rifusione lombare combinata con ALIF/XLIF/OLIF e fissazioni posteriori,procedura,81.39,1
81.39.50,Rifusione lombosacrale combinata con sostituzione della cage anteriore e fissazioni posteriori,procedura,81.39,1
81.3Z.00,Altre rifusioni della colonna vertebrale,procedura,81.3Z,1
81.4,Altra riparazione di articolazione delle estremità inferiori,block,81,0
81.40,Riparazione dell'anca non classificata altrove,category,81.4,0
81.40.1A,"Rifissazione di frammento osteocondrale dell’anca, per via artroscopica",procedura,81.40,1
81.40.1C,"Rifissazione di frammento osteocondrale dell’anca, chirurgica a cielo aperto",procedura,81.40,1
81.40.2A,"Spongioplastica subcondrale dell’anca, per via artroscopica",procedura,81.40,1
81.40.2C,"Spongioplastica subcondrale dell’anca, chirurgica a cielo aperto",procedura,81.40,1
81.40.3A,"Condroabrasione dell’anca, per via artroscopica",procedura,81.40,1
81.40.3C,"Condroabrasione dell’anca, chirurgica a cielo aperto",procedura,81.40,1
81.40.4A,"Perforazione subcondrale dell’anca, per via artroscopica",procedura,81.40,1
81.40.4C,"Perforazione subcondrale dell’anca, chirurgica a cielo aperto",procedura,81.40,1
81.40.5A,"Perforazione subcondrale dell’anca con inserzione di impianto acellulare, per via artroscopica",procedura,81.40,1
81.40.5C,"Perforazione subcondrale dell’anca con inserzione di impianto acellulare, chirurgica a cielo aperto",procedura,81.40,1
81.40.60,Tettoplastica acetabolare dell’anca,procedura,81.40,1
81.40.7A,"Ricostruzione del labbro acetabolare, per via artroscopica",procedura,81.40,1
81.40.7C,"Ricostruzione del labbro acetabolare, chirurgica a cielo aperto",procedura,81.40,1
81.40.Z0,Altra riparazione dell'anca,procedura,81.40,1
81.42,Riparazione del ginocchio five-in-one,category,81.4,0
81.42.00,Riparazione del ginocchio five-in-one,procedura,81.42,1
81.43,Riparazione della triade del ginocchio,category,81.4,0
81.43.00,Riparazione della triade del ginocchio [collaterale mediale (LCM) tibiale e crociato anteriore (LCA)],procedura,81.43,1
81.44,Stabilizzazione della rotula,category,81.4,0
81.44.1A,"Stabilizzazione della rotula. Riallineamento laterale [Lateral release][sezione del retinacolo laterale], approccio artroscopico",procedura,81.44,1
81.44.1C,"Stabilizzazione della rotula. Riallineamento laterale [Lateral release][sezione del retinacolo laterale], approccio chirurgico aperto",procedura,81.44,1
81.44.2A,Stabilizzazione della rotula. Riallineamento distale [trasposizione dell'inserzione del tendine rotuleo] approccio artroscopico,procedura,81.44,1
81.44.2C,Stabilizzazione della rotula. Riallineamento distale [trasposizione dell'inserzione del tendine rotuleo] approccio chirurgico aperto,procedura,81.44,1
81.44.3A,"Stabilizzazione della rotula. Riallineamento prossimale, approccio artroscopico",procedura,81.44,1
81.44.3C,"Stabilizzazione della rotula. Riallineamento prossimale, approccio chirurgico aperto",procedura,81.44,1
81.44.4A,"Stabilizzazione della rotula. Riallineamento mediale, approccio artroscopico",procedura,81.44,1
81.44.4C,"Stabilizzazione della rotula. Riallineamento mediale, approccio chirurgico aperto",procedura,81.44,1
81.44.50,Stabilizzazione della rotula mediante mezzo di fissazione interna a sospensione (bottone corticale),procedura,81.44,1
81.44.Z0,Altra stabilizzazione della rotula,procedura,81.44,1
81.45,Altra riparazione dei legamenti crociati,category,81.4,0
81.45.1A,"Ricostruzione isolata del crociato anteriore (LCA) con innesto di tendine autologo (tendine rotuleo), artroscopica",procedura,81.45,1
81.45.2A,"Ricostruzione isolata del crociato anteriore (LCA) con innesto di tendine autologo (tendine semitendinoso gracile), artroscopica",procedura,81.45,1
81.45.3A,"Ricostruzione isolata del crociato anteriore (LCA) con innesto di tendine omologo o sintetico, chirurgica artroscopica",procedura,81.45,1
81.45.4A,"Ricostruzione isolata del crociato posteriore (LCP) con innesto di tendine autologo, per via artroscopica",procedura,81.45,1
81.45.5A,"Ricostruzione isolata del crociato posteriore (LCP) con innesto di tendine omologo o sintetico, per via artroscopica",procedura,81.45,1
81.45.6A,"Ricostruzione di entrambi i legamenti crociati (LCA + LCP) con tendini autologhi, per via artroscopica",procedura,81.45,1
81.45.7A,"Ricostruzione di entrambi i legamenti crociati (LCA + LCP) con tendini omloghi o sintetici, per via artroscopica",procedura,81.45,1
81.45.Z0,Altra riparazione dei legamenti crociati del ginocchio,procedura,81.45,1
81.46,Altra riparazione dei legamenti collaterali,category,81.4,0
81.46.1A,"Riparazione del legamento collaterale, artroscopica",procedura,81.46,1
81.46.1C,"Riparazione del legamento collaterale, a cielo aperto",procedura,81.46,1
81.46.Z0,Altra riparazione dei legamenti collaterali,procedura,81.46,1
81.47,Altra riparazione del ginocchio,category,81.4,0
81.47.1A,"Innesto di menisco omologo o sintetico, per via artroscopica",procedura,81.47,1
81.47.1C,"Innesto di menisco omologo o sintetico, per via chirurgica a cielo aperto",procedura,81.47,1
81.47.2A,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso mediale del ginocchio con intervento sul menisco, per via artroscopica",procedura,81.47,1
81.47.2C,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso mediale del ginocchio con intervento sul menisco, chirurgica a cielo aperto",procedura,81.47,1
81.47.3A,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso laterale o dorsale del ginocchio per via artroscopica",procedura,81.47,1
81.47.3C,"Sutura, rifissazione o plastica dell'apparato capsulo-legamentoso laterale o dorsale del ginocchio chirurgica a cielo aperto",procedura,81.47,1
81.47.4A,Riprazione artroscopica di ginocchio mediante innesto di cellule mesenchimali,procedura,81.47,1
81.47.ZA,Altra riparazione del ginocchio per via artroscopica,procedura,81.47,1
81.47.ZC,Altra riparazione del ginocchio per via chirurgica a cielo aperto,procedura,81.47,1
81.49,Altra riparazione della caviglia,category,81.4,0
81.49.10,Rifissazione di frammento osteocondrale della caviglia,procedura,81.49,1
81.49.20,Spongioplastica subcondrale della caviglia,procedura,81.49,1
81.49.Z0,Altra riparazione della caviglia,procedura,81.49,1
81.5,Sostituzione di articolazione delle estremità inferiori,block,81,0
81.51,Sostituzione totale dell’anca,category,81.5,0
81.51.10,Protesi totale d’anca non cementata,procedura,81.51,1
81.51.20,Protesi totale d’anca cementata,procedura,81.51,1
81.51.30,Protesi totale d’anca ibrida,procedura,81.51,1
81.51.40,Protesi totale d’anca reverse hybrid,procedura,81.51,1
81.51.50,Protesi a doppia mobilità totale d’anca non cementata,procedura,81.51,1
81.51.60,Protesi a doppia mobilità totale d’anca cementata,procedura,81.51,1
81.51.70,Protesi a doppia mobilità totale d’anca ibrida,procedura,81.51,1
81.51.80,Protesi a doppia mobilità totale d’anca reverse hybrid,procedura,81.51,1
81.51.Z0,Altra sostituzione totale dell'anca,procedura,81.51,1
81.52,Sostituzione parziale dell’anca,category,81.5,0
81.52.10,Impianto di protesi unipolare dell'anca,procedura,81.52,1
81.52.20,Sostituzione parziale dell'anca: protesi intermendia biarticolata,procedura,81.52,1
81.52.30,Sostituzione parziale dell'anca: protesi di rivestimento,procedura,81.52,1
81.52.Z0,Altra riparazione parziale dell'anca non classificata altrove,procedura,81.52,1
81.53,Revisione di sostituzione dell’anca non altrimenti specificata,category,81.5,0
81.53.10,Revisione d'artroprotesi d'anca (two-stage): artrotomia per rimozione protesi con introduzione di spacer,procedura,81.53,1
81.53.20,Revisione d'artroprotesi d'anca (two-stage): rimozione spacer ed inserzione completa,procedura,81.53,1
81.53.30,Revisione d'endoprotesi d'anca [di superficie] con sostituzione del rivestimento,procedura,81.53,1
81.53.40,Revisione d'endoprotesi d'anca [di superficie] con sostituzione di altro componente,procedura,81.53,1
81.53.50,Revisione d'artroprotesi d'anca (one-stage) con sostituzione della componente acetabolare,procedura,81.53,1
81.53.60,Revisione d'artroprotesi d'anca (one-stage) con sostituzione della componente femorale,procedura,81.53,1
81.53.70,Revisione d'artroprotesi d'anca (one-stage) con sostituzione completa,procedura,81.53,1
81.53.80,Revisione d'artroprotesi d'anca non praticabile: resezione primaria dell'anca secondo Girdlestone,procedura,81.53,1
81.53.90,"Revisione d'artroprotesi d'anca, inserto o testina",procedura,81.53,1
81.53.A0,"Rivestimento totale dell’anca, acetabolo e testa del femore",procedura,81.53,1
81.53.B0,"Rivestimento dell’anca, parziale, testa del femore",procedura,81.53,1
81.53.C0,"Rivestimento dell’anca, parziale, acetabolo",procedura,81.53,1
81.53.D0,Revisione senza sostituzione di protesi di anca,procedura,81.53,1
81.53.Z0,Altra revisione parziale di protesi d'anca,procedura,81.53,1
81.53.Z1,Altra revisione totale di protesi d'anca,procedura,81.53,1
81.53.Z2,Altra revisione di componente acetabolare di protesi d'anca,procedura,81.53,1
81.53.Z3,Altra revisione di componente femorale di protesi d'anca,procedura,81.53,1
81.54,Sostituzione totale del ginocchio,category,81.5,0
81.54.10,Sostituzione del ginocchio con protesi monocompartimentale,procedura,81.54,1
81.54.20,"Sostituzione del ginocchio con protesi monocompartimentale, inclusa componente femoro-rotulea",procedura,81.54,1
81.54.30,Sostituzione del ginocchio con artroprotesi [TKR-total knee replacement] solo componenti femoro-tibiali (bicompartimetale),procedura,81.54,1
81.54.40,Sostituzione del ginocchio con artroprotesi [TKR-total knee replacement] inclusa componente femoro-rotulea (tricompartimentale),procedura,81.54,1
81.54.Z0,Altra sostituzione totale del ginocchio,procedura,81.54,1
81.55,"Revisione di sostituzione del ginocchio, non altrimenti specificata",category,81.5,0
81.55.10,Revisione di artroprotesi del ginocchio (one-stage) con sostituzione completa,procedura,81.55,1
81.55.20,Revisione di artroprotesi del ginocchio (two-stage): artrotomia per rimozione protesi ed inserzione di spacer,procedura,81.55,1
81.55.30,Revisione di artroprotesi del ginocchio (two-stage): rimozione spacer ed inserzione di protesi totale,procedura,81.55,1
81.55.40,Revisione di protesi del ginocchio con sostituzione parziale solo componente tibiale,procedura,81.55,1
81.55.50,Revisione di protesi del ginocchio con sostituzione parziale solo componente femorale,procedura,81.55,1
81.55.60,Revisione di protesi del ginocchio con sostituzione parziale solo componente patellare,procedura,81.55,1
81.55.70,"Revisione di protesi del ginocchio con sostituzione parziale, inserto tibiale",procedura,81.55,1
81.55.Z0,Altre revisione di protesi del ginocchio,procedura,81.55,1
81.56,Sostituzione totale della tibiotarsica,category,81.5,0
81.56.00,Sostituzione totale della articolazione tibiotarsica (caviglia),procedura,81.56,1
81.56.10,Revisione di sostituzione di articolazione tibiotarsica (caviglia),procedura,81.56,1
81.57,Sostituzione dell’articolazione del piede e dell’alluce,category,81.5,0
81.57.00,Sostituzione dell'articolazione del piede e dell'alluce,procedura,81.57,1
81.57.10,Revisione di sostituzione di articolazione del piede e dell'alluce,procedura,81.57,1
81.58,Intervento multiplo di sostituzione sugli arti inferiori,category,81.5,0
81.58.00,Inserzione bilaterale di protesi d'anca (sostituzione totale delle articolazioni),procedura,81.58,1
81.58.10,Inserzione bilaterale di protesi d'anca (sostituzione parziale delle articolazioni),procedura,81.58,1
81.58.20,Inserzione bilaterale di protesi del ginocchio,procedura,81.58,1
81.58.30,Revisione bilaterale di protesi d'anca (tutti componenenti),procedura,81.58,1
